1	2
1	42
2	3
3	4
4	5
5	6
6	7
7	8
8	9
9	10
10	11
11	12
12	13
13	14
14	15
15	16
16	17
17	18
18	19
19	20
20	21
21	22
22	23
23	24
24	25
25	26
26	27
27	28
28	29
29	30
30	31
31	32
32	33
33	34
34	35
35	36
36	37
37	38
38	39
39	40
40	41
41	82
42	83
82	123
83	124
123	164
124	165
164	205
165	206
205	246
206	247
246	287
247	288
287	328
288	329
328	369
329	370
369	410
370	411
410	451
411	452
451	492
452	493
492	533
493	534
533	574
534	575
574	615
575	616
615	656
616	657
656	697
657	698
697	738
698	739
738	779
739	780
779	820
780	821
820	861
821	862
861	902
862	903
902	943
903	944
943	984
944	985
984	1025
985	1026
1025	1066
1026	1067
1066	1107
1067	1108
1107	1148
1108	1149
1148	1189
1149	1190
1189	1230
1190	1231
1230	1271
1231	1272
1271	1312
1272	1313
1312	1353
1313	1354
1353	1394
1354	1395
1394	1435
1395	1436
1435	1476
1436	1477
1476	1517
1477	1518
1517	1558
1518	1559
1558	1599
1559	1600
1599	1640
1600	1641
1640	1681
1641	1642
1642	1643
1643	1644
1644	1645
1645	1646
1646	1647
1647	1648
1648	1649
1649	1650
1650	1651
1651	1652
1652	1653
1653	1654
1654	1655
1655	1656
1656	1657
1657	1658
1658	1659
1659	1660
1660	1661
1661	1662
1662	1663
1663	1664
1664	1665
1665	1666
1666	1667
1667	1668
1668	1669
1669	1670
1670	1671
1671	1672
1672	1673
1673	1674
1674	1675
1675	1676
1676	1677
1677	1678
1678	1679
1679	1680
1680	1681
