-3.1416	-3.1416
-3.1416	-2.9845
-3.1416	-2.8274
-3.1416	-2.6704
-3.1416	-2.5133
-3.1416	-2.3562
-3.1416	-2.1991
-3.1416	-2.042
-3.1416	-1.885
-3.1416	-1.7279
-3.1416	-1.5708
-3.1416	-1.4137
-3.1416	-1.2566
-3.1416	-1.0996
-3.1416	-0.94248
-3.1416	-0.7854
-3.1416	-0.62832
-3.1416	-0.47124
-3.1416	-0.31416
-3.1416	-0.15708
-3.1416	0
-3.1416	0.15708
-3.1416	0.31416
-3.1416	0.47124
-3.1416	0.62832
-3.1416	0.7854
-3.1416	0.94248
-3.1416	1.0996
-3.1416	1.2566
-3.1416	1.4137
-3.1416	1.5708
-3.1416	1.7279
-3.1416	1.885
-3.1416	2.042
-3.1416	2.1991
-3.1416	2.3562
-3.1416	2.5133
-3.1416	2.6704
-3.1416	2.8274
-3.1416	2.9845
-3.1416	3.1416
-2.9845	-3.1416
-2.9845	-2.9845
-2.9845	-2.8274
-2.9845	-2.6704
-2.9845	-2.5133
-2.9845	-2.3562
-2.9845	-2.1991
-2.9845	-2.042
-2.9845	-1.885
-2.9845	-1.7279
-2.9845	-1.5708
-2.9845	-1.4137
-2.9845	-1.2566
-2.9845	-1.0996
-2.9845	-0.94248
-2.9845	-0.7854
-2.9845	-0.62832
-2.9845	-0.47124
-2.9845	-0.31416
-2.9845	-0.15708
-2.9845	0
-2.9845	0.15708
-2.9845	0.31416
-2.9845	0.47124
-2.9845	0.62832
-2.9845	0.7854
-2.9845	0.94248
-2.9845	1.0996
-2.9845	1.2566
-2.9845	1.4137
-2.9845	1.5708
-2.9845	1.7279
-2.9845	1.885
-2.9845	2.042
-2.9845	2.1991
-2.9845	2.3562
-2.9845	2.5133
-2.9845	2.6704
-2.9845	2.8274
-2.9845	2.9845
-2.9845	3.1416
-2.8274	-3.1416
-2.8274	-2.9845
-2.8274	-2.8274
-2.8274	-2.6704
-2.8274	-2.5133
-2.8274	-2.3562
-2.8274	-2.1991
-2.8274	-2.042
-2.8274	-1.885
-2.8274	-1.7279
-2.8274	-1.5708
-2.8274	-1.4137
-2.8274	-1.2566
-2.8274	-1.0996
-2.8274	-0.94248
-2.8274	-0.7854
-2.8274	-0.62832
-2.8274	-0.47124
-2.8274	-0.31416
-2.8274	-0.15708
-2.8274	0
-2.8274	0.15708
-2.8274	0.31416
-2.8274	0.47124
-2.8274	0.62832
-2.8274	0.7854
-2.8274	0.94248
-2.8274	1.0996
-2.8274	1.2566
-2.8274	1.4137
-2.8274	1.5708
-2.8274	1.7279
-2.8274	1.885
-2.8274	2.042
-2.8274	2.1991
-2.8274	2.3562
-2.8274	2.5133
-2.8274	2.6704
-2.8274	2.8274
-2.8274	2.9845
-2.8274	3.1416
-2.6704	-3.1416
-2.6704	-2.9845
-2.6704	-2.8274
-2.6704	-2.6704
-2.6704	-2.5133
-2.6704	-2.3562
-2.6704	-2.1991
-2.6704	-2.042
-2.6704	-1.885
-2.6704	-1.7279
-2.6704	-1.5708
-2.6704	-1.4137
-2.6704	-1.2566
-2.6704	-1.0996
-2.6704	-0.94248
-2.6704	-0.7854
-2.6704	-0.62832
-2.6704	-0.47124
-2.6704	-0.31416
