1	2
4	7
11	18
26	39
49	61
74	85
96	110
119	133
144	153
170	181
195	203
217	227
241	251
264	276
287	298
310	318
325	330
332	334
336	335
333	331
326	319
309	299
288	277
263	252
242	228
216	204
194	182
169	154
145	132
120	109
97	86
75	62
50	38
27	19
12	6
5	3
